current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
47	poll	exit_0	artifact.recovery_failed	artifact_recovery_failed	N047.ae-none.artifact-nonempty	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.none_artifacts_present_nonempty_diagnostic	claim_failed_recovery	none	none	event.prior.PollStarted	artifact.recovery_failed	0	payload.N047.ae-none.artifact-nonempty	terminal.poll_terminal_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N047.ae-none.artifact-nonempty	cmd.N047.ae-none.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
47	poll	exit_0	artifact.recovery_failed	artifact_recovery_failed	N047.ae-optional.artifact-empty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_recovery	none	none	event.prior.PollStarted	artifact.recovery_failed	0	payload.N047.ae-optional.artifact-empty	terminal.poll_terminal_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N047.ae-optional.artifact-empty	cmd.N047.ae-optional.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
47	poll	exit_0	artifact.recovery_failed	artifact_recovery_failed	N047.ae-optional.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_nonempty_diagnostic	claim_failed_recovery	none	none	event.prior.PollStarted	artifact.recovery_failed	0	payload.N047.ae-optional.artifact-nonempty	terminal.poll_terminal_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N047.ae-optional.artifact-nonempty	cmd.N047.ae-optional.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
47	poll	exit_0	artifact.recovery_failed	artifact_recovery_failed	N047.ae-required.artifact-empty	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.required_artifacts_present_empty	claim_failed_recovery	none	none	event.prior.PollStarted	artifact.recovery_failed	0	payload.N047.ae-required.artifact-empty	terminal.poll_terminal_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N047.ae-required.artifact-empty	cmd.N047.ae-required.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
47	poll	exit_0	artifact.recovery_failed	artifact_recovery_failed	N047.ae-required.artifact-nonempty	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.required_artifacts_present_nonempty_diagnostic	claim_failed_recovery	none	none	event.prior.PollStarted	artifact.recovery_failed	0	payload.N047.ae-required.artifact-nonempty	terminal.poll_terminal_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N047.ae-required.artifact-nonempty	cmd.N047.ae-required.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
48	poll	exit_0	done	done	N048.ae-claimed.artifact-nonempty	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.claimed_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	none	event.prior.PollStarted	none	0	payload.N048.ae-claimed.artifact-nonempty	terminal.poll_terminal_success	none	true	done	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.artifact.poll_terminal	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N048.ae-claimed.artifact-nonempty	cmd.N048.ae-claimed.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_complete	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.artifact.poll_terminal.valid	artifact.side_effect.poll.positive
48	poll	exit_0	done	done	N048.ae-none.artifact-nonempty	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.none_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	none	event.prior.PollStarted	none	0	payload.N048.ae-none.artifact-nonempty	terminal.poll_terminal_success	none	true	done	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.artifact.poll_terminal	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N048.ae-none.artifact-nonempty	cmd.N048.ae-none.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_complete	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.artifact.poll_terminal.valid	artifact.side_effect.poll.positive
48	poll	exit_0	done	done	N048.ae-none.artifact-zero	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.none_artifacts_present_empty	claim_satisfied_zero_expectation_none	none	none	event.prior.PollStarted	none	0	payload.N048.ae-none.artifact-zero	terminal.poll_terminal_success	none	true	done	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.claim.zero	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	answer.terminal.zero_artifact.persist	legal.N048.ae-none.artifact-zero	cmd.N048.ae-none.artifact-zero	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_zero_complete	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.claim.zero.valid	artifact.zero_effect.valid
48	poll	exit_0	done	done	N048.ae-optional.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	none	event.prior.PollStarted	none	0	payload.N048.ae-optional.artifact-nonempty	terminal.poll_terminal_success	none	true	done	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.artifact.poll_terminal	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N048.ae-optional.artifact-nonempty	cmd.N048.ae-optional.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_complete	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.artifact.poll_terminal.valid	artifact.side_effect.poll.positive
48	poll	exit_0	done	done	N048.ae-optional.artifact-zero	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_satisfied_zero_optional_unclaimed	none	none	event.prior.PollStarted	none	0	payload.N048.ae-optional.artifact-zero	terminal.poll_terminal_success	none	true	done	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.claim.zero	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	answer.terminal.zero_artifact.persist	legal.N048.ae-optional.artifact-zero	cmd.N048.ae-optional.artifact-zero	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_zero_complete	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.claim.zero.valid	artifact.zero_effect.valid
48	poll	exit_0	done	done	N048.ae-required.artifact-nonempty	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.required_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	none	event.prior.PollStarted	none	0	payload.N048.ae-required.artifact-nonempty	terminal.poll_terminal_success	none	true	done	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.artifact.poll_terminal	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N048.ae-required.artifact-nonempty	cmd.N048.ae-required.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_complete	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.artifact.poll_terminal.valid	artifact.side_effect.poll.positive
49	poll	exit_0	provider_limit	terminal_provider_limit	N049.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	provider.limit	0	payload.N049.ae-claimed	terminal.poll_failure	provider.limit	false	provider_limit	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N049.ae-claimed	cmd.N049.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	health.projection.valid
49	poll	exit_0	provider_limit	terminal_provider_limit	N049.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	provider.limit	0	payload.N049.ae-none	terminal.poll_failure	provider.limit	false	provider_limit	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N049.ae-none	cmd.N049.ae-none	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	health.projection.valid
49	poll	exit_0	provider_limit	terminal_provider_limit	N049.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	provider.limit	0	payload.N049.ae-optional	terminal.poll_failure	provider.limit	false	provider_limit	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N049.ae-optional	cmd.N049.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	health.projection.valid
49	poll	exit_0	provider_limit	terminal_provider_limit	N049.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	provider.limit	0	payload.N049.ae-required	terminal.poll_failure	provider.limit	false	provider_limit	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N049.ae-required	cmd.N049.ae-required	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	health.projection.valid
50	poll	exit_0	running	progress_prologue	N050.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	answer.progress_prologue	0	payload.N050.ae-claimed	nonterminal.poll_running	answer.progress_prologue	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N050.ae-claimed	cmd.N050.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
50	poll	exit_0	running	progress_prologue	N050.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	answer.progress_prologue	0	payload.N050.ae-none	nonterminal.poll_running	answer.progress_prologue	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N050.ae-none	cmd.N050.ae-none	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
50	poll	exit_0	running	progress_prologue	N050.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	answer.progress_prologue	0	payload.N050.ae-optional	nonterminal.poll_running	answer.progress_prologue	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N050.ae-optional	cmd.N050.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
50	poll	exit_0	running	progress_prologue	N050.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	answer.progress_prologue	0	payload.N050.ae-required	nonterminal.poll_running	answer.progress_prologue	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N050.ae-required	cmd.N050.ae-required	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
51	poll	exit_0	scroll.bottom_unverified	terminal_scroll_unverified	N051.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N051.ae-claimed	terminal.poll_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N051.ae-claimed	cmd.N051.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
51	poll	exit_0	scroll.bottom_unverified	terminal_scroll_unverified	N051.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N051.ae-none	terminal.poll_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N051.ae-none	cmd.N051.ae-none	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
51	poll	exit_0	scroll.bottom_unverified	terminal_scroll_unverified	N051.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N051.ae-optional	terminal.poll_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N051.ae-optional	cmd.N051.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
51	poll	exit_0	scroll.bottom_unverified	terminal_scroll_unverified	N051.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N051.ae-required	terminal.poll_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N051.ae-required	cmd.N051.ae-required	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
52	poll	exit_0	session.running_unverified	progress_scroll_unverified	N052.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N052.ae-claimed	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N052.ae-claimed	cmd.N052.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
52	poll	exit_0	session.running_unverified	progress_scroll_unverified	N052.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N052.ae-none	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N052.ae-none	cmd.N052.ae-none	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
52	poll	exit_0	session.running_unverified	progress_scroll_unverified	N052.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N052.ae-optional	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N052.ae-optional	cmd.N052.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
52	poll	exit_0	session.running_unverified	progress_scroll_unverified	N052.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	0	payload.N052.ae-required	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N052.ae-required	cmd.N052.ae-required	stacks/gpt-webai-slot-pool	0	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
53	poll	exit_0	session.start_unconfirmed	root_url_unconfirmed	N053.ae-claimed	ae.claimed	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.start_unconfirmed	0	payload.N053.ae-claimed	terminal.poll_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N053.ae-claimed	cmd.N053.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
53	poll	exit_0	session.start_unconfirmed	root_url_unconfirmed	N053.ae-none	ae.none	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.start_unconfirmed	0	payload.N053.ae-none	terminal.poll_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N053.ae-none	cmd.N053.ae-none	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
53	poll	exit_0	session.start_unconfirmed	root_url_unconfirmed	N053.ae-optional	ae.optional	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.start_unconfirmed	0	payload.N053.ae-optional	terminal.poll_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N053.ae-optional	cmd.N053.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
53	poll	exit_0	session.start_unconfirmed	root_url_unconfirmed	N053.ae-required	ae.required	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.start_unconfirmed	0	payload.N053.ae-required	terminal.poll_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N053.ae-required	cmd.N053.ae-required	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
54	poll	exit_0	session.start_unconfirmed	session_url_mismatch	N054.ae-claimed	ae.claimed	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.url_mismatch	0	payload.N054.ae-claimed	terminal.poll_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N054.ae-claimed	cmd.N054.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
54	poll	exit_0	session.start_unconfirmed	session_url_mismatch	N054.ae-none	ae.none	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.url_mismatch	0	payload.N054.ae-none	terminal.poll_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N054.ae-none	cmd.N054.ae-none	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
54	poll	exit_0	session.start_unconfirmed	session_url_mismatch	N054.ae-optional	ae.optional	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.url_mismatch	0	payload.N054.ae-optional	terminal.poll_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N054.ae-optional	cmd.N054.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
54	poll	exit_0	session.start_unconfirmed	session_url_mismatch	N054.ae-required	ae.required	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	session.url_mismatch	0	payload.N054.ae-required	terminal.poll_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.poll.failure	event.prior.PollStarted,event.ProviderPollFailedR12	diagnostic.persist	legal.N054.ae-required	cmd.N054.ae-required	stacks/gpt-webai-slot-pool	0	0	state.poll.failed	oracle.receipt.poll.failure.valid	diagnostic.digest.valid
55	poll	exit_124	running	timeout_active_or_empty	N055.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	none	124	payload.N055.ae-claimed	nonterminal.poll_running	none	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N055.ae-claimed	cmd.N055.ae-claimed	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
55	poll	exit_124	running	timeout_active_or_empty	N055.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	none	124	payload.N055.ae-none	nonterminal.poll_running	none	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N055.ae-none	cmd.N055.ae-none	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
